iter	MAE
645	308.3265094
646	308.3211253
647	308.3140361
648	308.3112798
649	308.3059514
650	308.3004701
651	308.2828706
652	308.2765732
653	308.2623009
654	308.2593159
655	308.2579919
656	308.2573731
657	308.248795
658	308.231095
659	308.2275269
660	308.226923
661	308.224133
662	308.2233041
663	308.2161823
664	308.2080468
665	308.2005704
666	308.2001975
667	308.1998489
668	308.1995255
669	308.1992198
670	308.1989343
671	308.1970032
672	308.1965958
673	308.192255
674	308.1693353
675	308.165293
676	308.1472344
677	308.1466355
678	308.1404656
679	308.1370271
680	308.1304594
681	308.1078763
682	308.1058649
683	308.0965845
684	308.0693804
685	308.0671734
686	308.0670483
687	308.0668726
688	308.0666993
689	308.0665387
690	308.066379
691	308.0662753
692	308.065939
693	308.06585
694	308.0657726
695	308.0656251
696	308.046485
697	308.0135182
698	307.9722473
699	307.9221151
700	307.9089178
701	307.8767678
702	307.8454565
703	307.8334346
704	307.827735
705	307.8015827
706	307.7774
707	307.7688585
708	307.7496345
709	307.7456591
710	307.7320824
711	307.7303428
712	307.7187865
713	307.696059
714	307.6944936
715	307.6729663
716	307.6504016
717	307.6411418
718	307.638859
719	307.6168033
720	307.6023951
721	307.5933327
722	307.5921511
723	307.582633
724	307.576487
725	307.5617656
726	307.5509548
727	307.55038
728	307.5185623
729	307.5184803
730	307.4988165
731	307.4972143
732	307.4952426
733	307.4724793
734	307.4615969
735	307.4220732
736	307.4104558
737	307.4069523
738	307.4018053
739	307.4016817
740	307.4016055
741	307.3972744
742	307.3966075
743	307.3960031
744	307.3955804
745	307.3905723
746	307.3900369
747	307.3818905
748	307.3753466
749	307.3706652
750	307.3633152
751	307.3589706
752	307.3438872
753	307.339991
754	307.3348269
755	307.3155126
756	307.3106451
757	307.3079703
758	307.3032032
759	307.2873677
760	307.2810837
761	307.251847
762	307.250461
763	307.2447951
764	307.2435785
765	307.2405048
766	307.2098454
767	307.2011015
768	307.198095
769	307.1927826
770	307.1792016
771	307.1751937
772	307.1740805
773	307.1664758
774	307.144921
775	307.123377
776	307.1161594
777	307.0502427
778	307.0497739
779	307.0486009
780	307.0254
781	307.0021919
782	306.9351973
783	306.9320271
784	306.9285454
785	306.9207303
786	306.904373
787	306.8777085
788	306.8631427
789	306.8405471
790	306.8338221
791	306.7881623
792	306.7535726
793	306.7265239
794	306.7227082
795	306.7150087
796	306.6932541
797	306.6873234
798	306.6586952
799	306.6178026
800	306.5872523
801	306.5651966
802	306.5586077
803	306.5324149
804	306.5025969
805	306.4934338
806	306.4763381
807	306.4682551
808	306.4092376
809	306.3998951
810	306.3757264
811	306.3118724
812	306.2761962
813	306.2513813
814	306.2249781
815	306.1988823
816	306.1374275
817	306.1124329
818	306.1053033
819	306.099436
820	306.0954952
821	306.0756038
822	306.0267929
823	306.0099426
824	305.9842128
825	305.9796293
826	305.9743585
827	305.9598419
828	305.9589604
829	305.9557752
830	305.9460308
831	305.921406
832	305.9024135
833	305.8975628
834	305.8635979
835	305.8624366
836	305.8478725
837	305.8121594
838	305.7963687
839	305.7931284
840	305.776451
841	305.7511341
842	305.7273393
843	305.7091242
844	305.6963165
845	305.6914043
846	305.6895501
847	305.6635406
848	305.6438512
849	305.6089688
850	305.5999339
851	305.5914443
852	305.5838611
853	305.5756066
854	305.5498289
855	305.5412288
856	305.5321607
857	305.5280218
858	305.4379342
859	305.4097271
860	305.3842711
861	305.37143
862	305.3681308
863	305.2956151
864	305.2930973
865	305.2902015
866	305.2896563
867	305.2866163
868	305.2860938
869	305.2785695
870	305.2780078
871	305.276473
872	305.2754714
873	305.271319
874	305.2703374
875	305.2657945
876	305.261741
877	305.2497569
878	305.2490557
879	305.2488234
880	305.2487282
881	305.2486361
882	305.2484517
883	305.2483902
884	305.2483325
885	305.2482774
886	305.230771
887	305.2285996
888	305.2284134
889	305.2217246
890	305.2213687
891	305.2210021
892	305.2208064
893	305.2207363
894	305.2204882
895	305.2174688
896	305.2168742
897	305.2103483
898	305.2102495
899	305.202888
900	305.2027511
901	305.1954038
902	305.1948695
903	305.1868774
904	305.1868374
905	305.1868248
906	305.1866182
907	305.1866161
908	305.1803065
909	305.1402538
910	305.1395522
911	305.1389254
912	305.1381704
913	305.1378944
914	305.1377331
915	305.137697
916	305.1367595
917	305.1270167
918	305.1247181
919	305.1246223
920	305.1243854
921	305.1216934
922	305.1209179
923	305.1173133
924	305.1168739
925	305.1070852
926	305.1038195
927	305.1031643
928	305.102231
929	305.1010362
930	305.1005422
931	305.1002301
932	305.0999387
933	305.0927201
934	305.0922393
935	305.074689
936	305.0732787
937	305.0608348
938	305.0548115
939	305.053604
940	305.0533032
941	305.0455675
942	305.0340367
943	305.0171225
944	305.0126979
945	305.0121202
946	304.9722482
947	304.9717325
948	304.9554367
949	304.9350885
950	304.923479
951	304.9054017
952	304.8985071
953	304.8957594
954	304.891887
955	304.879149
956	304.832014
957	304.8272167
958	304.8226611
959	304.7800831
960	304.7465505
961	304.7418448
962	304.7276659
963	304.7263451
964	304.7124792
965	304.7121798
966	304.6781117
967	304.6752163
968	304.6687251
969	304.5842841
970	304.5829218
971	304.5792765
972	304.548676
973	304.5375181
974	304.5304531
975	304.5254894
976	304.4895845
977	304.4879626
978	304.4132283
979	304.3961149
980	304.3950166
981	304.3942246
982	304.3656934
983	304.3373281
984	304.3301893
985	304.3244251
986	304.3224799
987	304.3224462
988	304.3193964
989	304.3193739
990	304.3193533
991	304.3188315
992	304.3181041
993	304.3180875
994	304.3177108
995	304.3085336
996	304.2981696
997	304.2939879
998	304.2932312
999	304.2904913
